,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
1344,Color,PG-13,273.0,122.0,0.0,7.0,Hye-kyo Song,643.0,6594136.0,Action|Biography|Drama,Tony Chiu Wai Leung,The Grandmaster ,24557,943,challenge|china|hong kong|martial arts|martial arts master,1,challenge|china|hong kong|martial arts|martial arts master,http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1,111.0,Mandarin,Hong Kong,PG-13,38600000.0,2013.0,290.0,6.5,2.35,13000
1345,Color,PG-13,279.0,120.0,508.0,1000.0,Christoph Waltz,21000.0,58700247.0,Drama|Romance,Robert Pattinson,Water for Elephants ,95367,36062,circus|circus vargas|elephant|fear|train,1,circus|circus vargas|elephant|fear|train,http://www.imdb.com/title/tt1067583/?ref_=fn_tt_tt_1,260.0,English,USA,PG-13,38000000.0,2011.0,11000.0,6.9,2.35,33000
1346,Color,TV-PG,22.0,60.0,686.5092123911724,501.0,Wayne Knight,23000.0,48468407.52680933,Comedy|Family|Sci-Fi,Joseph Gordon-Levitt,3rd Rock from the Sun             ,38383,25160,alien|digit in title|human form|number 3 in title|talking on a rooftop,4,alien|digit in title|human form|number 3 in title|talking on a rooftop,http://www.imdb.com/title/tt0115082/?ref_=fn_tt_tt_1,86.0,English,USA,TV-PG,39752620.436387606,2002.4705167173252,967.0,7.8,1.33,0
1347,Color,Desconocido,4.0,88.0,0.0,46.0,Bianca Collins,76.0,48468407.52680933,Adventure|Animation|Family|Fantasy,Blythe Auffarth,Dragon Nest: Warriors' Dawn ,2169,196,Desconocido,0,Desconocido,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,18.0,English,China,Desconocido,40000000.0,2014.0,47.0,6.4,2.22040305473059,0
1348, Black and White,R,65.0,146.0,278.0,494.0,Vincent Pastore,18000.0,50668906.0,Biography|Drama|Sport,Denzel Washington,The Hurricane ,76016,20516,african american|book|boxer|boxing|murder,0,african american|book|boxer|boxing|murder,http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1,265.0,English,USA,R,38000000.0,1999.0,584.0,7.6,1.85,0
1349,Color,PG-13,98.0,115.0,150.0,789.0,Jeff Kober,970.0,39177215.0,Crime|Drama|Thriller,Bill Cobbs,Enough ,30667,3770,abusive husband|escape|intimate partner homicide|marriage|woman wearing only a man's shirt,1,abusive husband|escape|intimate partner homicide|marriage|woman wearing only a man's shirt,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,234.0,English,USA,PG-13,38000000.0,2002.0,919.0,5.6,2.35,0
1350,Color,PG-13,116.0,123.0,7.0,692.0,Anne Bancroft,931.0,40334024.0,Comedy|Crime|Romance,Sarah Silverman,Heartbreakers ,44168,2912,bank|infidelity|millionaire|money|scam,3,bank|infidelity|millionaire|money|scam,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,216.0,English,USA,PG-13,35000000.0,2001.0,754.0,6.2,2.35,989
1351,Color,PG,76.0,94.0,99.0,377.0,Daniella Alonso,598.0,71038190.0,Action|Comedy|Crime,D.B. Woodside,Paul Blart: Mall Cop 2 ,23473,3552,character name in title|no opening credits|sequel|wilhelm scream,1,character name in title|no opening credits|sequel|wilhelm scream,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,123.0,English,USA,PG,30000000.0,2015.0,557.0,4.4,1.85,8000
1352,Color,R,106.0,102.0,43.0,280.0,Shirley Knight,308.0,24044532.0,Drama|Romance,Sonia Braga,Angel Eyes ,19686,1440,apartment|fate|gun|love|mysterious man,0,apartment|fate|gun|love|mysterious man,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,180.0,English,USA,R,38000000.0,2001.0,285.0,5.6,1.85,689
1353,Color,PG,55.0,98.0,11.0,466.0,Ken Marino,854.0,22770864.0,Comedy|Drama,Jim Belushi,Joe Somebody ,8433,2765,bully|co worker|divorce|fight|karate,1,bully|co worker|divorce|fight|karate,http://www.imdb.com/title/tt0279889/?ref_=fn_tt_tt_1,85.0,English,USA,PG,38000000.0,2001.0,543.0,5.5,1.85,168
1354,Color,R,172.0,133.0,2000.0,541.0,Frank Langella,40000.0,18653746.0,Mystery|Thriller,Johnny Depp,The Ninth Gate ,137722,42344,bare butt|gnosticism|lucifer|rare book|sex,1,bare butt|gnosticism|lucifer|rare book|sex,http://www.imdb.com/title/tt0142688/?ref_=fn_tt_tt_1,638.0,English,Spain,R,38000000.0,1999.0,903.0,6.7,2.35,0
1355,Color,R,47.0,118.0,150.0,182.0,Paul Guilfoyle,24000.0,17305211.0,Crime|Drama|Mystery|Thriller,J.K. Simmons,Extreme Measures ,14066,24547,cartoon on tv|doctor|emergency room|hospital|nudity,0,cartoon on tv|doctor|emergency room|hospital|nudity,http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1,75.0,English,USA,R,38000000.0,1996.0,210.0,6.1,2.35,352
1356,Color,R,107.0,105.0,65.0,108.0,Dagmara Dominczyk,628.0,16991902.0,Drama|Music,Beth Grant,Rock Star ,34592,1265,cover band|fired from a job|heavy metal|rock star|tribute band,0,cover band|fired from a job|heavy metal|rock star|tribute band,http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1,191.0,English,USA,R,57000000.0,2001.0,316.0,6.2,2.35,0
1357,Color,R,323.0,109.0,304.0,736.0,Gabourey Sidibe,940.0,47536959.0,Drama,Mo'Nique,Precious ,86955,3277,abuse|african american lesbian|lesbian|lesbian couple|school,0,abuse|african american lesbian|lesbian|lesbian couple|school,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275.0,English,USA,R,10000000.0,2009.0,906.0,7.3,1.85,12000
1358,Color,PG-13,37.0,129.0,0.0,982.0,Jason Marsden,12000.0,10300000.0,Adventure|Drama,Jeff Bridges,White Squall ,17859,16237,acrophobia|jamaica|male bonding|prostitute|tragedy,4,acrophobia|jamaica|male bonding|prostitute|tragedy,http://www.imdb.com/title/tt0118158/?ref_=fn_tt_tt_1,89.0,English,USA,PG-13,38000000.0,1996.0,1000.0,6.6,2.35,911
1359,Color,R,297.0,109.0,0.0,145.0,Richard Masur,957.0,13782838.0,Horror|Mystery|Sci-Fi,Wilford Brimley,The Thing ,258078,1757,alien creature|alien life form|antarctica|isolation|paranoia,0,alien creature|alien life form|antarctica|isolation|paranoia,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,911.0,English,USA,R,15000000.0,1982.0,163.0,8.2,2.35,23000
1360,Color,R,302.0,127.0,123.0,904.0,Nolan Gerard Funk,14000.0,41997790.0,Action|Sci-Fi|Thriller,Vin Diesel,Riddick ,125305,17551,alien|left for dead|mercenary|survival|vomiting,0,alien|left for dead|mercenary|survival|vomiting,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1,343.0,English,USA,R,38000000.0,2013.0,924.0,6.4,2.35,39000
1361,Color,R,38.0,118.0,11.0,12.0,Claudia Stedelin,37.0,6482195.0,Crime|Mystery|Thriller,Gregory Scott Cummins,Switchback ,9740,74,deputy|fbi agent|knife held to throat|serial killer|sheriff,1,deputy|fbi agent|knife held to throat|serial killer|sheriff,http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1,81.0,English,USA,R,37000000.0,1997.0,12.0,6.4,2.35,389
1362,Color,PG-13,31.0,110.0,49.0,427.0,Usher Raymond,1000.0,623374.0,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,Texas Rangers ,4757,2120,army|mexican|orphan|texas|texas ranger,2,army|mexican|orphan|texas|texas ranger,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,67.0,English,USA,PG-13,38000000.0,2001.0,569.0,5.2,2.35,474
1363,Color,PG,118.0,90.0,27.0,260.0,Toby Jones,13000.0,7871693.0,Adventure|Family|Fantasy|Sci-Fi,Bill Murray,City of Ember ,52908,15494,box|food|mayor|pipeworks|scientist,0,box|food|mayor|pipeworks|scientist,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1,102.0,English,USA,PG,55000000.0,2008.0,2000.0,6.5,2.35,0
1364,Color,R,546.0,144.0,0.0,15.0,Jeffrey W. Jenkins,378.0,16377274.0,Drama,Mike Howard,The Master ,105144,427,drifter|past life regression|psychological testing|right hand man|scientology,31,drifter|past life regression|psychological testing|right hand man|scientology,http://www.imdb.com/title/tt1560747/?ref_=fn_tt_tt_1,405.0,English,USA,R,32000000.0,2012.0,18.0,7.1,1.85,27000
1365,Color,R,21.0,97.0,2.0,217.0,Ryan Cartwright,4000.0,48468407.52680933,Adventure|Comedy|History|Romance,Hayden Christensen,Virgin Territory ,6691,4900,breasts|nude nun|plague|russian nobleman|two word title,2,breasts|nude nun|plague|russian nobleman|two word title,http://www.imdb.com/title/tt0437954/?ref_=fn_tt_tt_1,28.0,English,Italy,R,38000000.0,2007.0,476.0,4.8,1.85,366
1366, Black and White,PG,86.0,130.0,39.0,534.0,Nicole Beharie,2000.0,9589875.0,Biography|Drama|Sport,Dennis Quaid,The Express ,16673,5162,african american|coach|football movie|nonlinear timeline|syracuse university,0,african american|coach|football movie|nonlinear timeline|syracuse university,http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1,45.0,English,USA,PG,40000000.0,2008.0,898.0,7.3,2.35,0
1367,Color,PG-13,194.0,112.0,5.0,724.0,Maggie Siff,17000.0,34912982.0,Action|Adventure|Sci-Fi|Thriller,Chloë Grace Moretz,The 5th Wave ,55617,19974,alien|attack|based on novel|based on young adult novel|fear,0,alien|attack|based on novel|based on young adult novel|fear,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,266.0,English,USA,PG-13,38000000.0,2016.0,1000.0,5.2,2.35,14000
1368,Color,PG-13,437.0,133.0,0.0,531.0,Phylicia Rashad,13000.0,109712885.0,Drama|Sport,Sylvester Stallone,Creed ,146708,15106,boxing|boxing match|fight|montage|philadelphia,1,boxing|boxing match|fight|montage|philadelphia,http://www.imdb.com/title/tt3076658/?ref_=fn_tt_tt_1,362.0,English,USA,PG-13,35000000.0,2015.0,597.0,7.7,2.35,70000
1369,Color,R,378.0,150.0,0.0,206.0,Jon Hamm,10000.0,92173235.0,Crime|Drama|Thriller,Jeremy Renner,The Town ,280228,14296,bank manager|bank robbery|criminal gang|heist|prison,7,bank manager|bank robbery|criminal gang|heist|prison,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,420.0,English,USA,R,37000000.0,2010.0,4000.0,7.6,2.35,29000
1370,Color,PG-13,170.0,110.0,52.0,651.0,Dennis Quaid,10000.0,41102171.0,Comedy|Drama|Romance,Anna Kendrick,What to Expect When You're Expecting ,57266,13396,baby|expecting twins|hawaiian shirt|photographer|pregnancy,12,baby|expecting twins|hawaiian shirt|photographer|pregnancy,http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1,89.0,English,USA,PG-13,40000000.0,2012.0,2000.0,5.7,2.35,14000
1371,Color,R,341.0,96.0,1000.0,681.0,Brad Pitt,24000.0,60338891.0,Comedy|Drama,J.K. Simmons,Burn After Reading ,248468,36093,cia|divorce|embassy|gym|memoir,0,cia|divorce|embassy|gym|memoir,http://www.imdb.com/title/tt0887883/?ref_=fn_tt_tt_1,545.0,English,USA,R,37000000.0,2008.0,11000.0,7.0,1.85,0
1372,Color,PG,139.0,96.0,3.0,35.0,Anthony Simcoe,18000.0,48006503.0,Adventure|Comedy|Family|Fantasy,Gerard Butler,Nim's Island ,28109,18178,author|girl|island|reading|scientist,3,author|girl|island|reading|scientist,http://www.imdb.com/title/tt0410377/?ref_=fn_tt_tt_1,110.0,English,USA,PG,37000000.0,2008.0,82.0,6.0,2.35,0
1373,Color,R,393.0,123.0,2000.0,471.0,Olivia Wilde,26000.0,26903709.0,Action|Biography|Drama|Sport,Chris Hemsworth,Rush ,312629,37206,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,0,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,475.0,English,UK,R,38000000.0,2013.0,10000.0,8.1,2.35,83000
1374,Color,R,224.0,188.0,0.0,272.0,Neil Flynn,786.0,22450975.0,Drama,Patton Oswalt,Magnolia ,241030,1906,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline,1,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline,http://www.imdb.com/title/tt0175880/?ref_=fn_tt_tt_1,1437.0,English,USA,R,37000000.0,1999.0,625.0,8.0,2.35,13000
1375,Color,R,203.0,107.0,0.0,574.0,Tracy Morgan,13000.0,44867349.0,Action|Comedy|Crime,Bruce Willis,Cop Out ,75347,14483,baseball card|detective|partner|thief|wedding,2,baseball card|detective|partner|thief|wedding,http://www.imdb.com/title/tt1385867/?ref_=fn_tt_tt_1,176.0,English,USA,R,37000000.0,2010.0,642.0,5.6,2.35,0
1376,Color,R,148.0,110.0,11.0,591.0,Damon Wayans Jr.,2000.0,46813366.0,Comedy|Romance,Alison Brie,How to Be Single ,39440,4882,motor scooter|new york city|newborn baby|scooter|single,4,motor scooter|new york city|newborn baby|scooter|single,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,83.0,English,USA,R,38000000.0,2016.0,756.0,6.1,2.35,15000
1377,Color,PG,131.0,113.0,188.0,631.0,Michael Roark,11000.0,72279690.0,Drama|Family,Morgan Freeman,Dolphin Tale ,17948,14209,boy|dolphin|prosthetics|tail|trap,5,boy|dolphin|prosthetics|tail|trap,http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,86.0,English,USA,PG,37000000.0,2011.0,680.0,6.9,1.85,0
1378,Color,PG-13,350.0,122.0,308.0,10000.0,Taylor Lautner,17000.0,191449475.0,Drama|Fantasy|Romance,Kristen Stewart,Twilight ,348007,44060,blood|high school|love|school|vampire,1,blood|high school|love|school|vampire,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535.0,English,USA,PG-13,37000000.0,2008.0,12000.0,5.2,2.35,19000
1379,Color,PG-13,129.0,116.0,415.0,644.0,Laura Harring,18000.0,71026631.0,Crime|Drama|Thriller,Denzel Washington,John Q ,98899,20970,health care|heart transplant|hospital|hostage|insurance,1,health care|heart transplant|hospital|hostage|insurance,http://www.imdb.com/title/tt0251160/?ref_=fn_tt_tt_1,394.0,English,USA,PG-13,36000000.0,2002.0,669.0,7.0,1.85,0
1380,Color,PG-13,40.0,93.0,10.0,405.0,Dave Chappelle,789.0,68208190.0,Action|Comedy|Crime|Thriller,Peter Greene,Blue Streak ,60572,2986,detective|diamond|jewel|police|thief,1,detective|diamond|jewel|police|thief,http://www.imdb.com/title/tt0181316/?ref_=fn_tt_tt_1,144.0,English,USA,PG-13,65000000.0,1999.0,744.0,6.3,1.85,0
1381,Color,R,289.0,118.0,43.0,651.0,Molly C. Quinn,740.0,150368971.0,Comedy|Crime,Laura-Leigh,We're the Millers ,316671,3425,fake family|male frontal nudity|marijuana|mexico|stripper,4,fake family|male frontal nudity|marijuana|mexico|stripper,http://www.imdb.com/title/tt1723121/?ref_=fn_tt_tt_1,301.0,English,USA,R,37000000.0,2013.0,707.0,7.0,2.35,35000
1382,Color,Desconocido,14.0,115.0,35.0,30.0,Fedor Bondarchuk,463.0,48468407.52680933,Action|Adventure|Sci-Fi,Yuliya Snigir,Obitaemyy ostrov ,4387,599,22nd century|first part|friend|guard|space opera,0,22nd century|first part|friend|guard|space opera,http://www.imdb.com/title/tt0972558/?ref_=fn_tt_tt_1,21.0,Russian,Russia,Desconocido,29500000.0,2009.0,35.0,5.3,2.22040305473059,240
1383,Color,R,72.0,93.0,84.0,263.0,M.C. Gainey,551.0,50129186.0,Action|Crime|Drama|Mystery|Thriller,Kathleen Quinlan,Breakdown ,38399,1874,car breakdown|diner|jeep|paranoia|violence,0,car breakdown|diner|jeep|paranoia|violence,http://www.imdb.com/title/tt0118771/?ref_=fn_tt_tt_1,218.0,English,USA,R,36000000.0,1997.0,284.0,6.9,2.35,0
1384,Color,PG,89.0,121.0,883.0,133.0,Klaus Maria Brandauer,180.0,55500000.0,Action|Adventure|Thriller,Bernie Casey,Never Say Never Again ,48636,762,british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead,3,british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,214.0,English,UK,PG,36000000.0,1983.0,172.0,6.2,2.35,0
1385,Color,R,265.0,101.0,38.0,318.0,Collette Wolfe,496.0,50213619.0,Comedy|Sci-Fi,Charlie McDermott,Hot Tub Time Machine ,139184,1272,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman,8,cheating wife|drug reference|maintenance man|male vomiting|promiscuous woman,http://www.imdb.com/title/tt1231587/?ref_=fn_tt_tt_1,243.0,English,USA,R,36000000.0,2010.0,390.0,6.4,1.85,12000
1386,Color,PG,54.0,107.0,188.0,631.0,Taylor Blackwell,11000.0,42019483.0,Drama|Family,Morgan Freeman,Dolphin Tale 2 ,6069,13904,dolphin|latex gloves|medical scrubs|purple gloves|turtle,0,dolphin|latex gloves|medical scrubs|purple gloves|turtle,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1,33.0,English,USA,PG,36000000.0,2014.0,641.0,6.4,1.85,0
1387,Color,R,126.0,124.0,287.0,475.0,James Frain,9000.0,23360779.0,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,Charlize Theron,Reindeer Games ,31113,10838,casino|christmas|christmas season|girlfriend|release from prison,0,casino|christmas|christmas season|girlfriend|release from prison,http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1,212.0,English,USA,R,34000000.0,2000.0,1000.0,5.7,2.35,852
1388,Color,R,110.0,109.0,473.0,582.0,Jeff Kober,14000.0,26183197.0,Action|Crime|Drama|Thriller,Vin Diesel,A Man Apart ,38348,16611,bust|dea|drug cartel|justice|tragic hero,0,bust|dea|drug cartel|justice|tragic hero,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,135.0,English,USA,R,36000000.0,2003.0,919.0,6.1,2.35,0
1389,Color,PG-13,138.0,105.0,488.0,13000.0,Bradley Cooper,15000.0,20991497.0,Comedy|Drama|Romance,Emma Stone,Aloha ,39778,44037,box office flop|critically bashed|hawaii|one word title|written by director,1,box office flop|critically bashed|hawaii|one word title|written by director,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,172.0,English,USA,PG-13,37000000.0,2015.0,14000.0,5.4,1.85,11000
1390,Color,PG-13,31.0,130.0,0.0,723.0,Virginia Madsen,2000.0,13052741.0,Drama|History,Alexa PenaVega,Ghosts of Mississippi ,8531,3968,activist|assassin|civil rights|trial|widow,0,activist|assassin|civil rights|trial|widow,http://www.imdb.com/title/tt0116410/?ref_=fn_tt_tt_1,57.0,English,USA,PG-13,36000000.0,1996.0,912.0,6.7,1.85,591
1391,Color,PG-13,95.0,127.0,96.0,577.0,Reeve Carney,746.0,14378353.0,Drama|Mystery|Romance|Thriller,Rick Yune,Snow Falling on Cedars ,12375,2393,fisherman|japanese|love|trial|washington state,1,fisherman|japanese|love|trial|washington state,http://www.imdb.com/title/tt0120834/?ref_=fn_tt_tt_1,194.0,English,USA,PG-13,36000000.0,1999.0,602.0,6.8,2.35,846
1392,Color,PG-13,267.0,114.0,101.0,2000.0,Colin O'Donoghue,12000.0,33037754.0,Drama|Horror|Mystery|Thriller,Anthony Hopkins,The Rite ,75864,19904,demon|exorcism|exorcist|faith|seminary,1,demon|exorcism|exorcist|faith|seminary,http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1,197.0,English,USA,PG-13,37000000.0,2011.0,3000.0,6.0,2.35,23000
1393,Color,PG-13,175.0,106.0,487.0,263.0,Xander Berkeley,685.0,12339633.0,Drama|Sci-Fi|Thriller,Blair Underwood,Gattaca ,220591,1942,accident|future|genetics|mission|police,2,accident|future|genetics|mission|police,http://www.imdb.com/title/tt0119177/?ref_=fn_tt_tt_1,641.0,English,USA,PG-13,36000000.0,1997.0,485.0,7.8,2.35,17000
1394,Color,R,63.0,95.0,31.0,450.0,Nathan Lane,944.0,2954405.0,Biography|Comedy|Romance,Stockard Channing,Isn't She Great ,1977,2928,autistic son|cancer|female protagonist|new york city|son,0,autistic son|cancer|female protagonist|new york city|son,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,64.0,English,USA,R,36000000.0,2000.0,886.0,5.3,1.85,133
1395,Color,G,85.0,81.0,16.0,387.0,Kenan Thompson,541.0,30105968.0,Adventure|Animation|Comedy|Family|Sci-Fi,Cheryl Hines,Space Chimps ,8860,2268,astronaut|attacked by a plant|planet|senator|space travel,0,astronaut|attacked by a plant|planet|senator|space travel,http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1,45.0,English,USA,G,37000000.0,2008.0,521.0,4.5,2.35,279
1396,Color,PG-13,44.0,95.0,0.0,642.0,Dylan Baker,1000.0,37788228.0,Comedy,Bernie Mac,Head of State ,15046,4537,alderman|party|president|presidential candidate|washington d.c.,1,alderman|party|president|presidential candidate|washington d.c.,http://www.imdb.com/title/tt0325537/?ref_=fn_tt_tt_1,80.0,English,USA,PG-13,35200000.0,2003.0,812.0,5.4,1.85,638
1397,Color,R,334.0,108.0,480.0,706.0,Rob Riggle,14000.0,277313371.0,Comedy,Bradley Cooper,The Hangover ,583341,17623,drunkenness|female nudity|hangover|hedonism|morning after,3,drunkenness|female nudity|hangover|hedonism|morning after,http://www.imdb.com/title/tt1119646/?ref_=fn_tt_tt_1,626.0,English,USA,R,35000000.0,2009.0,839.0,7.8,2.35,24000
1398,Color,PG-13,78.0,105.0,25.0,51.0,Lynn Hung,461.0,2126511.0,Action|Biography|Drama|History,Mike Tyson,Ip Man 3 ,21912,615,1950s|cancer|hong kong|martial arts school|wing chun,0,1950s|cancer|hong kong|martial arts school|wing chun,http://www.imdb.com/title/tt2888046/?ref_=fn_tt_tt_1,45.0,Cantonese,Hong Kong,PG-13,36000000.0,2015.0,79.0,7.2,2.35,12000
1399,Color,PG-13,199.0,95.0,116.0,481.0,Verne Troyer,45000.0,205399422.0,Action|Adventure|Comedy|Crime,Muse Watson,Austin Powers: The Spy Who Shagged Me ,181225,47203,penis joke|phallic image|sexy agent|spy|volcano hideout,1,penis joke|phallic image|sexy agent|spy|volcano hideout,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1,784.0,English,USA,PG-13,33000000.0,1999.0,645.0,6.6,2.35,0
1400,Color,PG-13,186.0,126.0,13000.0,488.0,Jack Palance,920.0,251188924.0,Action|Adventure,Michael Gough,Batman ,269033,2725,city|dc comics|gotham|pantyhose|police,0,city|dc comics|gotham|pantyhose|police,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,817.0,English,USA,PG-13,35000000.0,1989.0,549.0,7.6,1.85,12000
